video,question,starttime,endtime,formant1,formant2,formant3,formant4,formant5
369,what's something you feel guilty about,393.558,423.43,572.901168,1541.447664,2473.501372,3420.646586,4339.422189
369,how have you been feeling lately,656.342,684.632,531.2892764,1533.368165,2524.473206,3426.441216,4332.855638
369,have you been diagnosed with depression,649.123,653.46,522.5765576,1384.167028,2268.786129,3265.458525,4303.269355
366,how have you been feeling lately,694.094,716.59,631.8069551,1676.976707,2561.7092,3455.953289,4357.105156
366,is there anything you regret,773.076,785.215,673.006528,1668.488872,2558.109061,3486.849506,4431.618946
366,tell me about your relationship with your family,602.514,627.355,666.5147331,1615.937689,2570.978382,3432.103422,4353.92029
366,what's something you feel guilty about,629.875,661.65,607.062618,1644.24455,2548.892697,3448.767936,4381.103744
366,have you been diagnosed with depression,719.496,726.49,767.1597143,1703.243743,2576.750143,3476.994,4357.019857
367,what are you most proud of in your life,1442.788,1543.816,565.4669699,1580.045492,2522.218783,3432.569801,4285.561269
367,what's something you feel guilty about,536.295,681.815,576.6082221,1585.5193,2510.748072,3420.819179,4292.327982
367,how have you been feeling lately,1273.489,1326.669,549.6076707,1575.453768,2526.997315,3438.108481,4288.29968
364,have you been diagnosed with depression,1354.104,1373.706,590.8214133,1611.60051,2562.611199,3466.397041,4363.12051
364,have you ever been diagnosed with p_t_s_d,1062.997,1092.432,620.6083278,1624.799952,2597.683811,3503.830367,4418.089606
364,how have you been feeling lately,1328.407,1339.906,590.0254383,1632.466435,2620.205052,3482.425565,4405.136696
364,tell me about your relationship with your family,994.06,1061.112,643.2696227,1641.742762,2605.799688,3477.234313,4395.405428
364,is there anything you regret,1641.636,1661.247,612.4411142,1578.704136,2530.814227,3471.937787,4421.692912
365,have you ever been diagnosed with p_t_s_d,678.723,681.53,517.3405694,1550.823737,2472.563345,3415.566904,4338.320285
365,is there anything you regret,1013.255,1077.656,596.4307571,1565.982724,2498.994929,3443.735699,4436.959457
365,have you been diagnosed with depression,682.523,685.282,537.5055435,1585.65221,2543.937319,3467.372826,4387.988043
365,what's something you feel guilty about,374.619,407.692,637.8388256,1578.987904,2512.157158,3434.354565,4424.686608
365,what are you most proud of in your life,1245.074,1290.515,560.6971155,1561.725051,2525.578116,3473.571787,4438.84945
348,what's one of your most memorable experiences,554.82,597.6,538.9508462,1544.862964,2531.808555,3480.551753,4395.185133
348,is there anything you regret,516.86,518.89,517.0613725,1615.790441,2572.326961,3489.892157,4422.592647
348,have you been diagnosed with depression,372.5,401.08,537.5537408,1575.57178,2552.666845,3472.536551,4372.557608
348,have you ever been diagnosed with p_t_s_d,369.41,371.82,479.067562,1597.654917,2516.031818,3395.21405,4312.954545
348,how have you been feeling lately,427.97,433.13,567.0539458,1572.76735,2561.247195,3473.182592,4347.90793
349,what are you most proud of in your life,733.32,771.92,565.1261095,1593.696444,2526.825488,3451.807874,4397.382543
349,have you ever been diagnosed with p_t_s_d,454.35,457.39,491.0783377,1534.042885,2472.680098,3400.718689,4292.900328
349,have you been diagnosed with depression,458.16,559.48,571.3487353,1608.776156,2546.348773,3447.948781,4405.179098
349,how have you been feeling lately,621.2,635.28,520.8353139,1569.668466,2521.189844,3429.201136,4386.652912
349,is there anything you regret,885.56,932.48,575.3573009,1599.492171,2513.270637,3421.097827,4330.724632
349,how close are you to your family,223.56,267.08,563.7880728,1574.066777,2530.560418,3460.263405,4391.324029
349,what's one of your most memorable experiences,324.13,334.66,588.9964421,1563.262106,2473.629981,3455.620778,4383.926091
360,how have you been feeling lately,258.77,269.14,540.706604,1576.837274,2587.451329,3499.280636,4426.028902
360,have you been diagnosed with depression,228.16,231.24,544.9436246,1547.228414,2534.884466,3486.151133,4392.719741
360,is there anything you regret,286.84,295.06,521.4356865,1577.220437,2587.37661,3469.60644,4347.110207
360,what are you most proud of in your life,361.9,380.96,582.1591201,1607.017006,2613.121479,3512.120556,4375.776141
360,have you ever been diagnosed with p_t_s_d,224.39,227.62,516.7433642,1567.762531,2543.233951,3404.280247,4306.375309
360,how close are you to your family,335.91,343.36,526.1158043,1496.263083,2513.904558,3459.343432,4367.912332
361,what are you most proud of in your life,535.97,567.83,643.4225187,1571.828943,2569.480173,3478.070882,4342.451365
361,what's one of your most memorable experiences,496.26,533.72,592.8050662,1554.568217,2553.388324,3480.304644,4332.125994
361,have you been diagnosed with depression,370.89,373.38,635.83848,1608.44836,2511.2788,3425.278,4305.41
361,have you ever been diagnosed with p_t_s_d,367.63,370.34,634.2784926,1584.585993,2521.592279,3428.727941,4360.120956
361,is there anything you regret,444.75,448.19,620.3326957,1559.291362,2519.569565,3469.098551,4358.215362
361,how have you been feeling lately,409.62,414.46,567.5366598,1483.19767,2473.069175,3424.199175,4314.113196
343,how have you been feeling lately,598.98,601.99,604.6521854,1556.956887,2447.367881,3410.713576,4291.050993
343,is there anything you regret,738.02,740.15,554.8150467,1554.663271,2499.026168,3534.194393,4452.245794
343,have you been diagnosed with depression,552.75,596.6,659.0725819,1543.119767,2536.442679,3428.613794,4330.701938
343,what's one of your most memorable experiences,763.94,821.71,727.9321544,1578.738313,2508.641862,3428.93297,4336.382295
343,have you ever been diagnosed with p_t_s_d,548.85,551.93,592.8061039,1508.085942,2403.761688,3326.930195,4272.582468
343,what are you most proud of in your life,823.36,855.28,716.4461898,1599.394585,2536.542233,3443.014469,4345.005136
377,tell me about your relationship with your family,404.416,480.26,550.5580223,1501.066162,2447.799813,3437.263349,4324.156071
377,what's one of your most memorable experiences,262.321,311.405,524.3265886,1479.528645,2441.155448,3437.183231,4350.497331
377,how have you been feeling lately,958.059,987.309,530.334,1498.207361,2466.746222,3451.859932,4362.46441
377,have you been diagnosed with depression,988.362,1004.971,532.0163697,1435.696948,2428.224618,3421.828718,4377.510777
377,is there anything you regret,1169.996,1181.19,594.0474598,1501.439509,2436.769509,3391.114018,4336.189018
372,how have you been feeling lately,963.323,1148.62,674.3501791,1679.703264,2618.219524,3513.008452,4373.770873
372,what are you most proud of in your life,1400.599,1408.09,636.7144493,1580.30364,2470.902533,3395.0152,4312.446933
362,have you ever been diagnosed with p_t_s_d,279.56,312.58,668.1507944,1613.112168,2585.191583,3513.847744,4430.889616
362,is there anything you regret,449.73,453.26,767.115113,1634.320537,2595.765254,3574.232486,4452.312994
362,how close are you to your family,175.55,180.65,618.77409,1631.602153,2579.679256,3573.981409,4451.532094
362,how have you been feeling lately,348.92,355.6,615.1903094,1589.286203,2663.518894,3626.167564,4494.8571
362,what's one of your most memorable experiences,246.05,258.17,585.1250289,1665.061113,2577.321179,3574.794559,4466.121764
362,what are you most proud of in your life,437.62,448.27,636.4627298,1595.010375,2568.209756,3502.771857,4420.162195
363,have you been diagnosed with depression,744.124,748.2,522.8988137,1518.813431,2417.38652,3400.996078,4341.363235
363,have you ever been diagnosed with p_t_s_d,739.034,743.575,574.5012775,1611.118612,2538.897357,3449.480837,4320.398238
363,what's something you feel guilty about,652.463,737.381,577.3085955,1590.97717,2539.606619,3437.488613,4351.632843
363,what are you most proud of in your life,988.52,1064.642,556.5261363,1608.806334,2546.85956,3423.111323,4335.110035
363,is there anything you regret,910.932,948.483,562.0994703,1608.982714,2533.677057,3429.715233,4353.020373
363,tell me about your relationship with your family,589.973,650.036,550.0392474,1635.413655,2543.994872,3429.206543,4324.590093
357,is there anything you regret,303.79,313.92,587.0415795,1516.617818,2440.088944,3329.59536,4249.281639
357,how have you been feeling lately,254.55,262.11,573.5467946,1545.836962,2474.420555,3408.163408,4352.737649
357,how close are you to your family,186.94,197.55,597.4367637,1524.800527,2471.940122,3338.297175,4310.384934
357,what's one of your most memorable experiences,336.57,351.72,653.4658872,1547.734466,2487.97091,3419.619129,4335.632124
357,have you ever been diagnosed with p_t_s_d,216.69,219.6,546.100274,1516.870171,2432.904452,3357.837329,4371.365411
357,have you been diagnosed with depression,220.49,224.52,666.5034901,1596.885891,2516.29505,3356.291089,4297.688614
357,what are you most proud of in your life,293.61,300.76,623.6160056,1524.651215,2489.056285,3393.235196,4370.447346
356,how close are you to your family,232.71,251.08,612.313445,1603.735343,2551.139826,3502.078999,4375.847388
356,what's one of your most memorable experiences,165.36,215.26,667.5110829,1598.44206,2558.103667,3509.573372,4395.339171
356,have you ever been diagnosed with p_t_s_d,503.56,513.27,627.7938735,1551.160957,2506.666358,3436.778704,4324.880556
356,is there anything you regret,780.12,809.3,599.42389,1595.67073,2556.047472,3464.723535,4339.596369
356,how have you been feeling lately,661.72,704.09,598.1660588,1576.900236,2527.583837,3470.237872,4355.418594
356,have you been diagnosed with depression,514.28,613.07,646.5666588,1569.187042,2532.62304,3474.114231,4373.931559
355,have you ever been diagnosed with p_t_s_d,317.34,320.15,506.8397865,1553.912135,2439.89395,3373.664413,4388.433096
355,have you been diagnosed with depression,320.86,352.74,601.8245742,1543.005604,2475.298316,3403.353496,4352.54296
355,how close are you to your family,219.964,232.858,678.2211381,1582.474236,2534.455625,3499.867261,4394.326843
355,what's one of your most memorable experiences,280.544,312.797,591.4064378,1541.557563,2472.38062,3423.324651,4363.98924
355,how have you been feeling lately,354.65,379.9,575.8050459,1583.619933,2480.431671,3447.327118,4363.392637
355,what are you most proud of in your life,566.87,597.94,519.6104997,1578.875911,2456.237024,3396.42381,4345.372072
355,is there anything you regret,598.78,604.69,459.2645456,1630.578851,2485.310642,3458.013682,4389.079899
354,what are you most proud of in your life,400.563,411.53,688.2568687,1543.721832,2466.320055,3417.896263,4350.676937
354,what's one of your most memorable experiences,187.071,209.28,699.2022638,1589.734912,2482.640149,3403.184196,4321.402521
354,have you been diagnosed with depression,266.426,269.28,609.4106702,1578.171228,2543.14807,3496.268772,4400.818596
354,how have you been feeling lately,306.636,322.8,658.2351645,1559.172517,2453.647217,3376.565863,4300.380767
354,have you ever been diagnosed with p_t_s_d,262.881,265.71,559.8294539,1538.301099,2445.458865,3395.875177,4328.364539
354,how close are you to your family,229.672,234.26,612.5593638,1502.337756,2446.942919,3421.703922,4348.339216
354,is there anything you regret,487.436,490.43,667.4474667,1560.940233,2496.331033,3448.464,4389.209333
353,how have you been feeling lately,329.4,450,590.2682069,1488.277786,2430.158992,3355.281801,4230.412296
353,is there anything you regret,658.74,671.44,574.0059685,1534.200205,2509.25059,3439.651062,4301.946027
353,how close are you to your family,563.24,569.68,623.8680217,1528.371568,2452.017081,3388.051242,4314.691615
353,have you ever been diagnosed with p_t_s_d,296.65,327,597.0124786,1490.353409,2453.637431,3375.388867,4246.047464
353,what are you most proud of in your life,644.31,656.59,645.7542132,1518.101863,2517.36,3417.915297,4262.206753
352,is there anything you regret,627.34,644.99,622.0901348,1613.030646,2544.8912,3485.227792,4320.727123
352,what are you most proud of in your life,579.75,626.33,609.8544265,1578.133333,2526.073011,3463.778858,4321.015669
352,how close are you to your family,250.44,257.89,537.1476528,1461.40811,2422.745831,3402.276408,4317.591957
352,how have you been feeling lately,430.8,468.95,595.3264835,1564.937427,2529.670275,3471.090461,4326.507626
352,have you been diagnosed with depression,370.92,388.97,606.4927353,1551.883289,2492.909889,3408.993079,4287.860133
352,what's one of your most memorable experiences,281.72,304.06,613.1623019,1556.009696,2537.788818,3478.07235,4354.725112
352,have you ever been diagnosed with p_t_s_d,367.25,370.19,614.6039831,1603.902475,2465.950847,3397.804746,4339.684746
351,how close are you to your family,269.95,274.55,703.1401584,1656.272581,2544.373536,3470.966161,4398.208677
351,is there anything you regret,637.5,653.75,589.0478807,1562.924317,2516.999034,3466.554736,4363.49797
351,have you been diagnosed with depression,328.2,387.75,639.1219933,1572.214738,2508.779202,3405.621088,4349.50314
351,how have you been feeling lately,501.4,513.89,612.893812,1552.689864,2519.97088,3402.95784,4324.00648
351,what's one of your most memorable experiences,261.06,270.09,622.4221982,1490.000819,2387.688383,3289.379181,4278.87608
351,have you ever been diagnosed with p_t_s_d,325,328.31,583.5795873,1569.804849,2524.264759,3497.395783,4369.248795
350,is there anything you regret,698.704,706.82,596.7445567,1575.211256,2504.039778,3376.665764,4301.000862
350,how close are you to your family,311.89,323.03,596.1512567,1614.905628,2547.318447,3463.983393,4385.566427
350,how have you been feeling lately,470.74,491.37,601.8011531,1574.919869,2523.717442,3370.812209,4328.583672
350,have you ever been diagnosed with p_t_s_d,399.65,402.23,536.7464479,1727.180772,2648.952896,3494.741313,4354.661776
350,have you been diagnosed with depression,403.18,468.2,639.7105513,1547.627544,2546.552507,3432.055359,4327.75948
371,what's something you feel guilty about,334.43,371.158,559.2696985,1555.032394,2475.888342,3390.988293,4369.03847
371,is there anything you regret,725.264,733.74,602.0009434,1559.298149,2505.324292,3421.022995,4400.909906
371,have you ever been diagnosed with p_t_s_d,487.141,489.84,510.7074815,1636.596519,2614.862222,3483.143704,4410.225185
371,what are you most proud of in your life,685.402,802.075,601.7277867,1571.599272,2496.970309,3417.002023,4358.736925
371,have you been diagnosed with depression,482.867,486.19,511.3961351,1558.440751,2490.781081,3458.666967,4387.258559
371,tell me about your relationship with your family,305.512,330.141,560.737944,1552.735639,2470.705242,3450.022493,4424.097645
370,have you ever been diagnosed with p_t_s_d,712.161,714.88,546.6580368,1667.255037,2614.602941,3438.808456,4349.666912
370,is there anything you regret,719.255,755.02,560.7376886,1578.373316,2555.126595,3425.624378,4234.147694
370,how have you been feeling lately,664.89,687.45,565.8415179,1529.111662,2500.331582,3380.142667,4220.232388
370,what's something you feel guilty about,461.925,518.822,543.0301482,1559.632678,2557.522369,3413.29652,4273.014411
370,what's one of your most memorable experiences,959.849,1012.86,560.4139253,1530.309283,2543.507867,3405.521294,4246.303508
370,have you been diagnosed with depression,715.448,717.98,519.6262008,1613.344803,2594.165354,3524.699213,4433.98937
373,have you been diagnosed with depression,803.874,938.59,581.4772342,1580.026718,2551.797031,3456.778637,4358.342741
373,how have you been feeling lately,691.13,802.216,604.2852897,1586.761783,2568.771371,3474.699829,4371.496597
358,have you been diagnosed with depression,329.931,379.92,580.7737792,1561.639134,2510.965607,3372.508202,4343.339268
358,is there anything you regret,457.132,467.38,666.8131707,1563.821668,2569.720098,3425.793756,4374.668293
358,how have you been feeling lately,385.46,392.663,619.1912219,1626.471761,2579.623024,3462.211234,4386.826214
358,how close are you to your family,296.053,305.881,606.2237538,1543.933489,2502.106104,3355.221974,4363.162869
358,have you ever been diagnosed with p_t_s_d,310.557,328.238,579.1589678,1554.068648,2515.953846,3413.515271,4413.859785
358,what are you most proud of in your life,536.256,566.699,601.5953413,1565.19842,2506.367116,3392.690177,4306.383443
375,what's one of your most memorable experiences,534.962,541.33,629.137752,1580.879074,2523.641601,3464.239717,4313.155259
375,what are you most proud of in your life,465.598,473.41,675.8314067,1612.072775,2527.703964,3420.651279,4299.037468
375,have you been diagnosed with depression,430.079,432.47,516.962125,1560.003792,2519.782083,3514.917917,4384.173333
375,what's something you feel guilty about,269.259,284.19,651.7991125,1613.763407,2532.763454,3434.177309,4303.392503
375,tell me about your relationship with your family,239.205,265.296,625.239573,1642.448164,2552.940092,3446.353929,4340.103641
375,how have you been feeling lately,384.618,389.31,669.0189596,1642.840638,2553.473872,3440.904255,4311.460638
375,have you ever been diagnosed with p_t_s_d,426.768,429.5,530.6931752,1601.781387,2545.016058,3469.772993,4299.34781
375,is there anything you regret,543.433,546.44,687.1542857,1644.804784,2547.193355,3471.412957,4358.753821
374,have you been diagnosed with depression,664.975,740.274,666.2422695,1602.394165,2522.101394,3458.705843,4330.176401
374,tell me about your relationship with your family,505.515,536.731,597.1217956,1614.229532,2548.229564,3472.6082,4315.284978
374,what's something you feel guilty about,538.545,572.511,647.6606609,1627.72937,2538.950309,3469.422343,4320.809391
359,is there anything you regret,852.96,880.77,421.9272879,1099.101427,1723.818846,2375.848418,3044.71729
359,how have you been feeling lately,616.96,635.89,571.3574683,1601.590037,2485.906098,3409.145354,4423.848522
359,what are you most proud of in your life,944.1,974.65,560.7422781,1580.126554,2470.731299,3424.051276,4444.57981
359,have you ever been diagnosed with p_t_s_d,536.78,539.19,487.1867769,1501.977686,2426.46405,3441.621488,4386.653719
359,have you been diagnosed with depression,540.29,615.82,595.3553466,1600.773868,2487.570203,3429.991554,4438.094149
359,how close are you to your family,371.37,435.02,600.7573661,1589.032479,2489.907675,3429.593732,4446.060917
376,have you been diagnosed with depression,557.515,659.529,531.4143052,1487.286343,2417.287178,3370.220655,4298.693344
376,is there anything you regret,768.203,802.249,545.4600593,1529.443293,2473.213393,3417.168684,4314.748854
376,how have you been feeling lately,491.692,528.796,555.3122973,1562.008976,2490.070385,3452.92372,4349.416604
376,what are you most proud of in your life,927.638,945.845,558.5788863,1527.633882,2467.506145,3441.181329,4334.398133
319,how have you been feeling lately,407.76,419.51,617.4137917,1599.27631,2523.282049,3465.517007,4401.859949
319,what's one of your most memorable experiences,227.69,254.31,669.3474904,1652.534758,2533.172801,3429.44893,4437.028765
319,is there anything you regret,583.33,598.56,580.4976363,1612.395637,2472.500394,3411.611038,4429.924901
319,have you been diagnosed with depression,363.04,407.31,598.4974752,1563.52734,2458.595449,3369.268586,4383.845483
319,have you ever been diagnosed with p_t_s_d,359.48,362.13,550.6095113,1548.768534,2470.610902,3384.797744,4343.821053
318,is there anything you regret,287.32,293.11,654.6502931,1561.461897,2461.987241,3371.278448,4306.329483
318,have you ever been diagnosed with p_t_s_d,238.42,241.55,637.1990764,1476.402006,2362.926752,3306.664013,4260.121338
318,have you been diagnosed with depression,242.21,244.94,717.9025401,1543.523504,2509.118248,3392.704745,4312.656569
318,what's one of your most memorable experiences,446.99,494.45,616.8292374,1566.318403,2502.752918,3420.23558,4350.343712
318,how close are you to your family,348.22,351.34,533.0225719,1497.001182,2417.799361,3338.97508,4259.461981
338,have you been diagnosed with depression,267.38,330.95,648.1070063,1549.165738,2523.061916,3538.129317,4419.093032
338,what's one of your most memorable experiences,479.08,497.44,639.1274654,1596.402101,2539.190637,3472.556015,4363.016059
338,is there anything you regret,198.77,221.46,637.0698678,1538.537,2471.949722,3518.103965,4423.42837
338,have you ever been diagnosed with p_t_s_d,263.7,266.89,680.5572813,1620.370219,2558.819375,3459.747188,4327.878438
338,how have you been feeling lately,331.28,379.01,653.0986851,1580.358999,2514.320614,3519.245622,4428.465082
338,what are you most proud of in your life,520.14,543.2,635.0033635,1616.630546,2502.793528,3499.369701,4404.639315
313,is there anything you regret,617.5,637.285,631.1310748,1569.433739,2498.873775,3490.96281,4405.786104
313,what's one of your most memorable experiences,320.78,419.445,662.4723242,1582.887953,2519.914878,3508.855985,4406.94961
313,what are you most proud of in your life,598.335,614.765,639.602185,1539.756421,2501.332684,3522.407912,4419.532075
313,have you been diagnosed with depression,475.69,515.2,645.5931675,1580.29413,2495.479615,3533.221129,4453.64127
312,what's one of your most memorable experiences,343.17,388.25,370.7976747,821.4505323,1314.086294,1752.980572,2199.005611
312,have you been diagnosed with depression,605.26,607.56,647.9211087,1632.86613,2588.667826,3441.477826,4335.41
312,have you ever been diagnosed with p_t_s_d,601.94,604.39,632.9117959,1579.130245,2479.024898,3395.207755,4337.325306
312,is there anything you regret,721.74,725.14,725.6056892,1612.842874,2504.647801,3447.308504,4345.743402
312,how close are you to your family,250.42,278.95,665.9506244,1619.325988,2558.286093,3467.362579,4388.625543
312,what are you most proud of in your life,462.36,526.18,684.1576893,1657.277673,2594.893952,3487.739878,4386.377264
311,how have you been feeling lately,471.765,486.6,724.4860492,1604.778881,2552.458767,3468.154919,4391.657682
311,have you ever been diagnosed with p_t_s_d,355.69,405.98,714.3558787,1585.444652,2553.090656,3444.852823,4347.830298
311,what's one of your most memorable experiences,268.805,298.795,692.4075646,1549.173114,2516.357409,3413.717773,4337.123808
311,how close are you to your family,641.657,649.277,726.7984252,1555.791785,2524.424042,3450.564042,4366.801444
311,what are you most proud of in your life,581.29,590.46,692.4944336,1566.453965,2509.720915,3419.593355,4330.67658
311,is there anything you regret,670.202,679.517,611.9166348,1592.198818,2562.790419,3469.579807,4357.27594
336,what's one of your most memorable experiences,462.48,518.33,537.8476767,1294.586407,2087.330129,2786.357644,3569.081328
336,how have you been feeling lately,610.38,646.98,604.930386,1545.020429,2502.988216,3388.684813,4300.160038
336,have you been diagnosed with depression,543.2,545.79,552.1040347,1443.353436,2399.980695,3416.065251,4304.138224
336,is there anything you regret,785.121,827.19,623.1483772,1563.344773,2556.938198,3419.363394,4353.942976
336,have you ever been diagnosed with p_t_s_d,539.57,542.44,614.9347387,1538.012474,2417.784669,3379.96899,4306.071777
317,is there anything you regret,554.88,564.46,637.8706736,1690.550678,2574.265589,3442.092909,4404.876017
317,what's one of your most memorable experiences,221.14,242.84,634.4793496,1583.632704,2567.313128,3465.197144,4357.860986
317,have you ever been diagnosed with p_t_s_d,385.22,410.61,646.9795398,1611.318748,2546.606339,3430.885236,4336.294803
317,how have you been feeling lately,438.69,483.23,635.2852682,1576.687441,2545.736245,3443.742941,4348.813895
317,have you been diagnosed with depression,433.57,436.92,597.7961905,1639.019405,2546.313393,3436.145536,4335.063393
317,what are you most proud of in your life,725.26,743.534,645.4337248,1589.546586,2538.604672,3425.655033,4349.223742
330,what's one of your most memorable experiences,352.62,402.85,772.4321632,1642.978957,2574.345687,3465.338356,4361.691063
330,what are you most proud of in your life,667.94,696.88,727.4372725,1604.5099,2551.130646,3441.792332,4364.160242
330,have you ever been diagnosed with p_t_s_d,409.34,412.27,588.992449,1510.325816,2555.904762,3439.547959,4335.826531
330,have you been diagnosed with depression,412.94,417.2,638.3945199,1511.948712,2457.325527,3389.925293,4346.086183
330,is there anything you regret,625.21,631.03,615.7348971,1545.531732,2527.013208,3417.589365,4318.897942
315,what are you most proud of in your life,889.49,925.585,592.6645166,1551.47141,2459.816546,3403.755429,4342.468366
315,have you been diagnosed with depression,502.725,505.195,707.0612146,1731.587611,2595.09919,3470.738057,4350.393927
315,have you ever been diagnosed with p_t_s_d,499.335,502.055,787.0778309,1684.197794,2571.958824,3440.093382,4276.493015
315,what's one of your most memorable experiences,157.44,854.49,585.3046192,1594.144298,2487.40924,3352.745949,4233.368548
315,how close are you to your family,367.43,374.87,591.4059434,1519.406711,2460.429852,3367.681074,4333.903624
315,is there anything you regret,652.37,752.12,570.2578928,1610.987656,2529.288684,3442.731686,4364.64187
314,have you been diagnosed with depression,662.73,715.69,613.2688684,1514.747676,2510.881765,3413.805399,4263.609477
314,have you ever been diagnosed with p_t_s_d,659.285,661.98,534.5605074,1624.028778,2536.005556,3385.411481,4286.888519
314,how have you been feeling lately,716.68,764.03,587.9890393,1504.994223,2430.612337,3354.365857,4221.683108
314,is there anything you regret,1312.632,1359.127,601.2823757,1524.320996,2511.774136,3450.328236,4301.874517
314,what's one of your most memorable experiences,1252.492,1308.182,633.9758474,1531.73772,2492.116461,3440.385796,4307.8283
301,have you ever been diagnosed with p_t_s_d,505.798,508.618,482.5807943,1649.666418,2480.729078,3467.351418,4423.239362
301,how close are you to your family,239.878,250.268,521.2445525,1515.530808,2435.599326,3370.932243,4331.202406
301,have you been diagnosed with depression,501.898,504.628,480.4024908,1525.584689,2437.814103,3407.682051,4344.488645
301,is there anything you regret,515.378,634.848,549.6491569,1583.596621,2532.524861,3487.333699,4396.669373
301,what's one of your most memorable experiences,638.598,705.218,549.3282325,1575.317813,2517.071138,3460.432828,4376.216376
323,have you been diagnosed with depression,531.99,534.34,518.2854915,1587.208771,2507.257542,3402.910169,4340.636441
323,how have you been feeling lately,578.57,593.27,592.9135646,1672.281456,2607.566742,3577.419524,4434.77381
323,how close are you to your family,145.35,151.65,580.9044548,1624.615309,2506.037718,3441.993185,4396.282726
323,is there anything you regret,442.63,489.88,543.1490825,1576.708457,2533.816384,3494.857258,4419.076936
323,what's one of your most memorable experiences,388.39,439.44,598.9942242,1593.620041,2559.651684,3525.365257,4431.158167
323,what are you most proud of in your life,612.03,632.41,630.7023443,1646.628926,2574.99181,3534.118686,4429.129868
323,have you ever been diagnosed with p_t_s_d,525.87,531.07,623.135643,1563.159232,2500.924012,3396.96833,4342.176392
322,how close are you to your family,372.282,420.38,579.1443694,1568.318243,2451.77615,3376.955198,4254.363139
322,how have you been feeling lately,524.33,572.895,577.8102794,1572.56797,2446.467257,3380.893287,4247.50867
322,have you ever been diagnosed with p_t_s_d,459.1,461.83,598.984854,1559.073978,2455.639051,3430.049635,4329.334307
322,have you been diagnosed with depression,462.965,523.205,574.7746798,1538.249293,2425.376303,3368.93169,4241.605561
322,what are you most proud of in your life,634.25,664.98,598.311074,1578.116246,2467.125179,3396.925504,4243.056636
322,is there anything you regret,424.6,430.485,543.0119898,1558.889338,2477.991851,3463.434295,4368.342615
322,what's one of your most memorable experiences,908.194,939.507,601.5878786,1537.776062,2440.310888,3354.079751,4242.182242
335,how have you been feeling lately,466.73,479.14,696.7927464,1573.212754,2525.221216,3446.166425,4330.275845
335,have you been diagnosed with depression,462.8,465.32,650.7560474,1573.1583,2510.618182,3471.004348,4361.592885
335,is there anything you regret,663.17,698.93,702.4692195,1629.414613,2571.441644,3460.527621,4356.433659
335,have you ever been diagnosed with p_t_s_d,388.07,461.64,656.5875371,1616.633029,2569.073597,3450.824028,4321.052446
335,what's one of your most memorable experiences,607.36,626.3,666.4941552,1571.701088,2536.926019,3456.723495,4363.26246
320,how have you been feeling lately,381.817,618.509,679.2218332,1615.739809,2501.779953,3401.75691,4290.212742
320,how close are you to your family,181.48,190.075,645.8202558,1579.908,2440.227674,3356.845116,4257.134419
320,what are you most proud of in your life,648.249,654.934,704.7233931,1625.418655,2496.085949,3397.96577,4283.553662
320,what's one of your most memorable experiences,754.63,789.495,673.8763028,1610.30505,2495.293238,3418.760539,4311.58351
320,have you ever been diagnosed with p_t_s_d,452.762,517.124,697.9315326,1615.806178,2502.163022,3414.217837,4295.338487
320,is there anything you regret,730.02,733.105,684.5583172,1617.151942,2534.434304,3443.120712,4329.582848
321,what are you most proud of in your life,535.6,543.035,770.811082,1630.140699,2563.188616,3492.064247,4399.768011
321,how have you been feeling lately,411.95,420.35,594.9692866,1641.551391,2598.153864,3539.727229,4406.99679
321,is there anything you regret,629.79,662.815,685.056706,1634.772776,2562.914323,3490.889313,4362.845565
321,what's one of your most memorable experiences,601.06,627.315,743.4050594,1604.158439,2581.532788,3466.868393,4358.005446
321,have you ever been diagnosed with p_t_s_d,366.615,412.265,634.5493538,1600.127428,2584.486657,3525.482147,4395.427097
326,how have you been feeling lately,424.99,428.36,663.1523757,1549.457101,2439.350888,3330.313609,4222.787574
326,have you ever been diagnosed with p_t_s_d,455.64,458.11,551.8677742,1530.074637,2437.255645,3459.737903,4343.480242
326,have you been diagnosed with depression,459.14,466.1,675.2448235,1518.842597,2425.535524,3386.85538,4287.787088
326,what's one of your most memorable experiences,359.45,383.63,662.6438739,1534.58031,2438.97141,3380.519843,4294.688342
326,how close are you to your family,159.08,162.38,642.5302727,1522.384758,2504.888182,3398.319697,4285.11
326,what are you most proud of in your life,486.19,514.68,653.9475307,1528.159091,2447.594721,3381.013127,4267.421236
326,is there anything you regret,256.97,260.3,625.7378378,1551.375405,2449.053153,3387.96967,4252.827928
327,how have you been feeling lately,420.101,422.601,557.5082,1526.0766,2434.1444,3377.8464,4319.6476
327,have you ever been diagnosed with p_t_s_d,338.58,366.47,560.6195591,1459.398502,2365.903011,3192.523477,3994.06448
327,is there anything you regret,576.1,595.97,631.365088,1534.058224,2538.061041,3459.747887,4291.488783
327,what are you most proud of in your life,493.91,503.68,576.7496012,1621.753845,2578.739836,3480.875358,4293.364622
327,what's one of your most memorable experiences,321.05,332.73,607.3775192,1542.381523,2514.77793,3447.643798,4308.152096
324,how have you been feeling lately,390.405,446.08,681.3314849,1562.653867,2473.6831,3385.314583,4291.008746
324,have you been diagnosed with depression,328.425,362.49,634.70772,1592.230637,2494.44344,3370.17649,4290.012885
324,how close are you to your family,143.47,152.195,679.8647262,1546.054032,2451.157617,3365.961168,4294.989462
