video,question,starttime,endtime,frame,timestamp,confidence,success,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67
418,have you ever been diagnosed with p_t_s_d,726.903,730.96,21869.0,728.933333333,0.863918569106,1.0,539.301284553,544.696593496,556.518227642,572.119943089,589.979593496,609.538731707,627.065195122,648.096902439,681.481747967,720.316894309,757.268723577,785.266308943,801.64495122,805.425211382,800.581691057,793.379536585,786.180406504,535.837308943,546.960878049,564.235813008,581.354471545,595.981252033,629.266056911,651.848723577,677.785357724,703.776707317,725.994926829,617.120601626,615.816195122,613.931406504,612.684634146,604.515195122,615.357121951,626.483585366,639.484796748,651.887861789,558.254154472,566.869674797,580.454113821,594.243601626,581.833422764,568.02596748,658.187219512,670.405081301,686.21301626,702.962528455,689.123934959,673.426252033,610.074,614.825910569,624.597642276,633.403658537,643.307894309,663.194674797,687.835300813,667.263414634,651.707130081,640.772512195,631.372910569,620.026430894,614.864227642,628.33398374,636.519829268,647.03804065,678.330390244,648.225479675,637.620430894,629.193943089,601.485609756,638.333203252,675.721495935,711.661252033,744.502227642,773.616715447,798.299276423,818.208682927,820.880073171,810.098317073,786.956227642,759.867593496,728.234357724,693.381788618,658.254349593,622.640926829,585.90899187,587.450601626,576.158796748,575.032463415,581.132739837,591.326601626,587.480447154,575.557154472,567.21895122,567.588731707,578.082569106,619.219788618,645.337593496,671.407626016,698.061804878,709.256926829,714.140821138,717.758463415,712.176853659,705.608520325,621.899333333,616.963804878,617.251731707,624.603073171,629.16102439,629.707121951,620.749138211,611.961292683,610.836528455,614.159081301,622.399715447,624.188626016,750.267528455,745.637609756,741.546780488,744.069341463,740.014756098,742.130260163,744.075544715,763.251308943,770.447756098,772.578227642,772.342634146,767.422609756,751.251634146,752.494837398,752.787203252,750.540536585,746.383707317,753.893333333,755.85201626,755.393593496
418,how have you been feeling lately,686.862,725.02,21179.5,705.95,0.91775280541,1.0,605.840679756,603.281703316,605.523494764,611.168264398,621.446775742,636.860719895,652.037118674,672.559777487,702.374582024,735.34799651,767.370548866,794.794363002,815.316641361,827.113243455,832.800042757,837.37259075,840.792898778,617.734880454,632.233984293,653.391591623,674.670375218,692.336628272,724.315744328,748.100669284,772.625559337,795.501677138,809.974512216,706.592995637,703.512862129,700.254362129,697.033833333,675.157078534,686.969230366,698.603582897,712.186985166,724.827451134,636.960294939,649.524565445,664.045821117,676.847697208,662.779394415,648.009860384,739.44356719,754.234286213,769.838091623,782.970142234,769.53399651,754.01491623,657.594669284,671.301158813,685.939796684,696.758341187,709.462910122,727.352458115,745.593356021,725.995438918,708.765356021,695.201411867,683.276800175,669.661222513,664.38761082,685.402493892,696.452638743,709.293508726,736.848544503,709.108929319,696.209736475,684.964424956,549.286275742,586.236001745,623.723968586,660.071343805,695.458041885,727.381960733,754.298622164,777.263137871,786.136477312,783.198559337,766.756687609,744.00569808,717.170877836,685.702095986,652.066352531,616.972978185,580.712931065,547.601589005,533.872527051,533.489815881,542.137791449,555.652430192,557.373062827,548.489339442,545.775595986,551.527547993,567.054680628,588.293534904,611.126264398,633.698441536,657.307852531,668.289229494,674.508657941,680.197732984,677.482454625,673.950457243,582.551019197,579.703704188,582.000429319,590.65874171,592.955024433,591.257713787,596.824101222,591.053245201,592.907759162,598.601603839,604.074501745,602.746981675,710.147508726,706.283078534,704.214231239,709.389602094,707.735520942,713.639411867,720.19326178,736.748265271,742.026605585,741.70460733,738.791729494,729.648375218,712.415143106,716.322509599,719.145282723,719.471462478,720.820971204,724.773133508,724.386072426,721.256599476
418,what's something you feel guilty about,292.83,307.79,9010.5,300.316666667,0.799277546667,0.828888888889,418.1837,419.019048889,423.897171111,431.220004444,443.436964444,461.880875556,481.08884,501.175502222,527.110082222,554.055546667,578.484462222,601.804931111,621.001813333,635.183131111,645.230562222,651.826515556,655.181653333,430.742122222,449.536231111,474.778231111,499.671504444,521.125213333,559.706851111,582.86274,606.88902,630.132071111,644.212388889,541.092413333,540.046613333,539.276366667,538.847708889,510.770275556,522.646057778,535.54332,549.385091111,561.07448,456.303042222,470.997706667,488.184706667,502.807171111,487.043151111,469.396657778,570.11298,585.99208,602.745835556,615.872926667,603.340762222,586.44934,488.693357778,506.5965,523.64512,533.007028889,543.851122222,558.843075556,574.596317778,557.405873333,541.902786667,530.212733333,519.350344444,503.470362222,496.165497778,522.911484444,532.81052,543.754775556,567.192568889,543.177284444,531.884962222,521.95596,636.40156,671.690566667,708.348291111,742.740493333,776.142586667,802.879262222,824.073717778,840.969304444,847.329595556,843.351851111,823.663786667,800.45854,776.932617778,751.102344444,722.690708889,692.202162222,661.375008889,619.150715556,608.102735556,608.412822222,616.504008889,630.16918,628.881817778,617.494477778,610.469128889,610.658748889,621.495531111,654.871888889,681.310935556,707.369206667,733.962106667,739.682708889,746.151295556,751.46482,747.942184444,742.082042222,648.254484444,643.34318,645.2513,656.183688889,658.174902222,657.255137778,657.1631,645.921964444,645.962697778,652.533502222,660.115297778,660.183357778,777.106071111,775.830708889,774.487464444,778.370073333,775.448195556,778.815988889,780.11564,796.324155556,802.983582222,804.22056,802.670764444,794.280986667,779.68662,783.972224444,785.680973333,784.657597778,782.180551111,785.518608889,787.496633333,786.157477778
374,have you been diagnosed with depression,664.975,740.274,21079.5,702.616666814,0.977085745575,0.996902654867,641.772596018,645.039885841,651.249361504,659.714878319,672.301088496,691.134876106,713.288588496,740.878442035,771.825965044,801.898784956,826.928535841,847.535276991,861.636461504,868.858147788,871.208663274,872.656821681,871.836729204,658.875688053,670.957168584,691.223021681,713.176066814,733.515437611,775.031172566,795.815360619,816.392638938,836.915704425,851.747204867,756.92484469,758.692766372,760.407254867,762.200377434,737.885042035,750.526397788,763.599185841,776.246390708,787.434744248,683.372013274,696.19520531,711.566680088,725.616117257,711.913511504,696.760600885,788.398784513,802.392935398,817.592238938,830.208299115,819.353761947,804.247968584,722.350240708,736.968834513,752.438772124,764.846330088,777.776202212,794.21534823,809.015980088,796.049851327,781.203243805,766.98055177,753.72540354,737.705859735,729.921797788,752.934633628,765.449109292,778.793350442,801.791110619,778.761620354,765.283223451,752.580500442,504.60315885,537.337612832,569.345324779,600.51519292,630.670120354,657.570948673,680.57549823,698.029800885,700.937273451,691.748634956,669.680596903,641.77180708,611.713762389,578.961603097,546.449079204,513.49050354,480.215465044,490.484337611,474.996089381,469.543986283,471.698202212,478.197519027,473.07179292,462.972042478,457.466860619,459.072477434,470.730050885,505.497824779,527.636222566,549.738363274,572.427670796,584.406272566,588.822888496,592.259587168,586.834904867,581.245438053,515.391702655,509.429140708,508.557465929,514.420561062,519.138657965,520.436618142,507.929044248,500.027049115,498.935510177,502.277461062,509.21324292,510.699689381,628.012088938,617.366827434,611.66645354,614.462800885,610.17504469,613.570248673,620.854806195,638.086591593,645.762984513,648.323525221,647.907989823,642.786528319,628.235732743,624.122097788,624.609681416,622.568230973,622.426376991,627.899601327,630.481693363,629.918733628
374,what's something you feel guilty about,538.545,572.511,16666.5,555.516666667,0.972150772549,0.991176470588,660.093635294,662.204280392,667.616615686,675.138956863,686.304331373,703.227748039,722.849558824,746.764107843,775.008688235,804.089073529,830.063932353,852.998178431,870.301867647,880.600654902,885.003260784,887.453552941,887.726216667,672.56275,685.273134314,704.552858824,724.777856863,743.29540098,783.936689216,805.105581373,825.899913725,846.696831373,862.142609804,765.418135294,765.929771569,766.386097059,766.948979412,744.339273529,756.118782353,768.641181373,781.550978431,793.056884314,695.057338235,707.128961765,721.973996078,735.411853922,721.891276471,707.200083333,797.438657843,810.824502941,825.738047059,838.620897059,827.313876471,812.491471569,729.665009804,743.089307843,757.703261765,769.419491176,782.377412745,798.953233333,814.489928431,800.238984314,784.971972549,770.835653922,758.139448039,743.211809804,736.761857843,758.127632353,770.035046078,783.304151961,807.37484902,783.16835098,769.738080392,757.631193137,487.732879412,519.613908824,551.201302941,581.722576471,611.481631373,638.27587549,661.430870588,680.183237255,685.241162745,678.784068627,659.533886275,634.30722549,606.4429,574.916830392,542.451140196,509.222208824,475.771064706,474.607487255,461.541069608,458.386918627,461.711641176,468.750222549,465.457282353,456.610230392,451.866122549,453.724429412,464.797932353,495.727252941,518.094229412,540.36574902,563.157065686,572.13605098,577.348794118,581.385888235,576.543135294,571.452545098,500.24275098,495.111155882,495.143233333,502.000252941,505.597792157,506.038669608,498.278813725,490.470753922,489.944508824,493.79947549,500.239497059,501.227946078,612.251870588,603.564851961,599.163321569,602.471547059,598.871666667,602.291854902,608.854107843,625.352270588,632.794986275,634.686208824,633.582981373,627.520115686,613.073411765,610.697648039,611.841631373,610.37012451,610.238482353,615.436863725,617.385361765,616.146688235
374,tell me about an event or something that you wish you could erase from your memory,943.547,1137.956,31223.5,1040.75,0.972879589133,1.0,622.230539938,624.904875043,630.814655982,639.003708433,651.513202263,670.172237744,691.315501714,717.008368015,746.588930751,775.98772386,801.647809393,823.59535156,839.537444806,848.597392698,852.329278025,854.685513713,854.942481831,638.32795869,651.047757285,671.070447892,692.494028968,712.269062736,754.454629928,775.601151354,796.515061879,817.297269455,832.234365273,735.694910182,736.676654611,737.643710833,738.7358783,714.494325848,726.955599074,739.90236133,752.876461262,764.394865615,662.823486116,675.634886013,690.724163181,704.498869044,690.70182122,675.724625814,766.67055965,780.66484916,795.771688721,808.66070192,797.201825163,782.162989715,698.392650326,712.852896469,728.460469661,740.571979088,753.550630956,770.227054165,785.629676551,771.611756599,756.407223346,742.203332362,729.177151697,713.200862873,705.778474974,728.918621015,741.151306993,754.45796229,778.257025369,754.585829105,741.103477545,728.652747857,515.701806136,549.010972746,582.067402983,614.192850531,645.092239458,672.472658382,695.709815393,713.837531539,717.871768769,710.282007885,689.824200549,663.808936236,635.409607131,603.694195749,571.140242201,537.776266198,504.232623757,503.915416524,489.17077854,484.721378128,487.754444635,495.224318135,491.523177237,482.01033339,477.034211519,478.8367482,490.454858588,523.901879328,546.142051937,568.219824649,590.918047652,601.373988001,606.191121358,610.155373157,605.044432293,599.669065478,530.755022626,525.711024511,525.380648954,531.427744429,535.532687007,536.295677923,526.946196949,519.556996058,518.912016112,522.299492629,528.834267569,529.948008056,642.839645526,633.351021426,628.405826363,631.476817278,627.641333733,631.131052965,637.828903497,655.672739287,663.645458348,665.925430751,665.17943675,659.128653582,643.387393212,640.423623072,641.260613816,639.495226431,639.409206034,645.697931094,648.050338533,647.202779568
445,how have you been feeling lately,431.815,444.92,13152.0,438.366665823,0.887108959494,1.0,630.443511392,629.415916456,631.161002532,635.713924051,646.904336709,667.769594937,697.043498734,730.058298734,767.506007595,802.791225316,830.930460759,854.983549367,872.950075949,884.523521519,892.182898734,897.703878481,899.096032911,659.519488608,677.77181519,704.409617722,731.894253165,757.27303038,805.286088608,829.124792405,852.936379747,875.369536709,888.340141772,782.85464557,782.897483544,783.235427848,783.498501266,748.383663291,762.920992405,778.011620253,792.832977215,806.008858228,687.924708861,704.737022785,722.698782278,738.644822785,722.124468354,704.050653165,814.751660759,832.121496203,849.376848101,862.646698734,849.258362025,831.960931646,720.138906329,741.009448101,760.756243038,774.548470886,789.665397468,806.078822785,819.844096203,804.495083544,787.421389873,771.244440506,756.131572152,737.801397468,729.211675949,759.250858228,773.515321519,788.751124051,811.708706329,788.270258228,772.694924051,758.417891139,387.915764557,422.54915443,455.901,488.771934177,522.061840506,552.981448101,582.17544557,606.289946835,615.02463038,606.454572152,580.953881013,552.16136962,522.826721519,493.062660759,463.76804557,432.417017722,398.680210127,386.285916456,375.479324051,375.025756962,384.040078481,396.981668354,396.848478481,385.773587342,378.538210127,379.017496203,389.560759494,422.846926582,447.986301266,473.242496203,499.1944,505.262843038,511.697063291,517.32003038,513.521605063,507.965329114,411.9366,408.237412658,409.185718987,419.492774684,421.655572152,420.926149367,420.521756962,411.19004557,411.266572152,416.416410127,423.895303797,423.960293671,548.430356962,545.862979747,543.959501266,548.784065823,545.002896203,548.288078481,551.901308861,568.821055696,577.188534177,578.608313924,576.13544557,566.301083544,550.314255696,555.290594937,557.570589873,556.344202532,553.271688608,558.606508861,560.005643038,557.485653165
445,tell me about an event or something that you wish you could erase from your memory,345.912,383.567,10943.0,364.733333333,0.918417748011,1.0,636.522436782,635.442923077,637.064340407,641.177369584,651.952394341,671.7676145,698.105335986,730.982170645,768.36914412,803.670151194,832.193723254,856.328494253,875.632526967,888.508763042,896.47923519,902.188679045,904.366033599,665.672431477,684.233917772,710.746607427,737.531060124,761.883499558,809.983287356,833.933660477,857.680996463,880.260862069,894.220741821,787.3162458,788.034435013,788.729419098,789.229439434,752.831229885,768.013991158,783.568351901,798.823997347,812.412019452,693.760691424,710.323531388,727.884170645,744.281522546,727.528079576,710.026603006,819.780752431,837.457628647,854.476331565,867.770843501,854.548984969,837.644324492,718.593220159,742.503210433,764.274763042,779.59654023,796.962598585,815.851198939,831.713038019,814.111549956,794.704896552,776.299297082,759.693656941,739.079071618,728.08995137,762.437717065,778.328734748,795.763551724,823.543004421,795.066826702,777.355822281,761.288783378,386.040421751,420.647816092,454.381983201,487.874805482,523.020963749,556.730728559,589.053666667,617.605084881,628.137168877,621.216685234,596.100952255,566.141668435,534.679975243,502.023243148,468.977960212,434.613824934,398.288960212,385.202741821,373.490758621,373.072002653,381.465238727,393.729730327,394.174980548,382.539070734,376.278296198,377.53478603,389.227268789,417.822572944,442.978175066,468.351030946,494.574793988,500.301795756,507.951907162,514.360568523,509.732476569,503.92869496,409.329473917,404.735904509,405.294394341,414.697851459,417.210712644,416.857285588,417.031892131,408.491447392,408.934687003,414.832929266,420.918295314,420.529694076,538.386264368,537.728782493,537.563054819,542.626022989,539.334471264,541.611653404,544.716100796,564.760228117,574.001152962,575.259428824,572.077931034,560.077464191,541.164030062,548.803779841,551.715992927,550.424388152,546.215483643,555.66774359,557.127520778,553.826809019
445,tell me about a situation that you wish you had handled differently,278.413,312.598,8866.0,295.5,0.923740744888,1.0,626.709196689,625.86070594,627.618814021,631.995486855,643.008982473,662.981592989,689.25764557,721.567382668,758.650893866,794.163810127,823.264622201,847.979902629,867.439960078,880.234572541,887.876160662,893.18343038,895.23423369,655.449416748,673.697529698,700.215990263,726.990024343,751.143739046,798.115375852,822.307262902,846.329951315,869.108341772,883.147172347,775.850572541,776.47147517,777.054859786,777.506010711,741.956087634,757.001744888,772.488307692,787.749424537,801.286027264,683.302851996,699.696444012,716.942350536,733.088516066,716.608568647,699.441564752,808.956791626,826.348866602,843.042917235,856.28730964,843.106777994,826.52215482,710.170512171,733.064058423,754.219704966,769.226330088,786.334153846,805.004631938,820.754808179,803.308888997,784.233983447,766.069180136,749.788941577,729.874954236,719.548317429,752.477536514,768.039753651,785.22988705,812.634564752,784.582908471,767.060941577,751.35426777,385.197883155,419.237066212,452.529927945,485.581327167,520.403908471,553.759907498,585.712306719,614.067880234,624.261185979,616.887916261,591.384942551,561.485016553,530.156462512,497.739135346,465.102325219,431.310633885,395.805468354,383.919263875,372.192544304,371.617795521,379.865070107,392.128640701,392.163459591,380.632554041,374.203038948,375.425788705,387.047345667,415.881329114,441.043365141,466.356828627,492.449693281,497.39789776,505.113916261,511.451682571,506.656972736,500.704028238,407.463197663,403.082148978,403.542029211,412.43549075,414.906554041,414.621143135,414.288993184,406.154427459,406.55677702,412.047917235,417.881997079,417.599934761,534.825762415,533.582804284,533.242697176,538.163615385,534.783156767,536.917984421,540.212900682,559.858064265,569.196770204,570.641598832,567.622100292,556.095481013,537.324675755,544.468212269,547.231890944,545.862666991,541.616088608,550.904449854,552.596386563,549.482675755
445,have you ever been diagnosed with p_t_s_d,461.892,464.84,13902.0,463.366662921,0.906495191011,1.0,633.375932584,632.588258427,634.553640449,639.677134831,651.289831461,673.234797753,705.950426966,739.829561798,777.439910112,811.964988764,838.556898876,861.694977528,879.167629213,890.199617978,897.522842697,902.715898876,903.341134831,662.987741573,681.754932584,708.543123596,736.777775281,763.254089888,809.077719101,833.058022472,857.238258427,880.131202247,893.185404494,787.892483146,788.027123596,788.608921348,789.169651685,754.877516854,769.054640449,784.029797753,798.514022472,811.416707865,691.396348315,708.623786517,727.028505618,743.269539326,726.806786517,708.136359551,819.619011236,836.906730337,854.433235955,868.263674157,854.723752809,836.984865169,729.185797753,749.354325843,768.395033708,781.351966292,795.287134831,810.947348315,824.869786517,810.009202247,793.855269663,778.759483146,764.403337079,746.635921348,738.031370787,767.195696629,780.588011236,794.707179775,816.914505618,794.450494382,779.920011236,766.573404494,394.010168539,429.203775281,462.573977528,494.472719101,524.794606742,552.026640449,577.823044944,598.019337079,604.76441573,595.696426966,571.143168539,544.743280899,517.140561798,488.60141573,461.108808989,431.14947191,398.265932584,392.285988764,382.85558427,382.383516854,391.330820225,404.424977528,403.141067416,392.183191011,383.933337079,383.96405618,393.525303371,428.396191011,454.213168539,480.216606742,506.60952809,512.037719101,517.685483146,522.681494382,518.908370787,513.407404494,416.666382022,412.906089888,413.95788764,425.23747191,426.942325843,426.314022472,425.433179775,414.446382022,414.061314607,419.023516854,427.440898876,427.968752809,553.872865169,551.883719101,549.660101124,554.256011236,550.241842697,553.467988764,555.756820225,571.645764045,580.037067416,581.424865169,579.292314607,570.093247191,555.581921348,560.425719101,562.399460674,561.175067416,557.344775281,561.453382022,562.569640449,560.324235955
445,have you been diagnosed with depression,465.517,467.9,14002.5,466.716666667,0.890195125,1.0,631.004902778,630.357013889,632.578166667,637.970180556,649.795597222,671.752680556,704.561430556,738.317930556,775.737263889,810.166666667,836.655708333,859.921625,877.178666667,888.085041667,895.432694444,900.558708333,901.135166667,660.156930556,678.864361111,705.828263889,734.184708333,760.622736111,807.003944444,831.012097222,855.2595,877.935319444,890.579958333,785.351125,785.460722222,786.063527778,786.645930556,752.630013889,766.717194444,781.584069444,795.927069444,808.662958333,688.722319444,705.813027778,724.374180556,740.544958333,724.060041667,705.220736111,817.026333333,834.275444444,851.868763889,865.556,852.128111111,834.302930556,728.996916667,748.382819444,766.514513889,779.090513889,792.559208333,807.378777778,820.467944444,806.574291667,791.337097222,776.754472222,762.891333333,745.944222222,737.662805556,765.515138889,778.441527778,792.088416667,812.586625,791.871277778,777.836152778,764.949333333,394.556083333,429.331277778,462.368208333,494.240722222,524.514069444,551.773680556,577.549916667,597.727430556,604.528333333,594.93825,570.26225,543.725736111,516.107833333,487.83325,460.339902778,430.486069444,397.839569444,391.533819444,382.048194444,381.812972222,391.008569444,404.186222222,402.834263889,391.892736111,383.503402778,383.534694444,393.021611111,428.996569444,454.788430556,480.701166667,507.030861111,512.644083333,518.087236111,522.906541667,519.338,513.845069444,416.766458333,413.087347222,414.287222222,425.767111111,427.541305556,426.817430556,425.587361111,414.355138889,413.858805556,418.608180556,427.499194444,428.263319444,556.333833333,553.808430556,551.078875,555.456833333,551.306,554.567055556,556.982472222,571.961305556,579.894944444,581.404527778,579.542541667,571.304972222,557.805625,561.361166667,563.138458333,561.736388889,558.588444444,562.091861111,563.394291667,561.362347222
445,what are some things you wish you could change about yourself,524.288,534.29,15880.0,529.3,0.921460159468,1.0,629.599840532,628.825232558,631.132142857,635.895159468,647.247345515,667.513710963,694.522870432,728.277524917,766.37845515,802.37241196,831.231239203,855.105807309,872.579607973,883.754754153,890.958664452,896.191564784,897.578810631,658.020707641,676.060358804,702.719322259,729.511026578,753.95330897,804.452827243,828.293448505,852.008840532,874.229956811,887.322598007,780.830611296,781.354003322,781.992923588,782.470245847,746.630408638,761.621797342,776.896873754,791.919797342,805.243063123,686.798398671,703.176043189,721.293451827,737.600870432,720.585900332,702.491352159,812.819508306,830.87644186,848.327471761,861.249106312,848.190903654,830.821039867,715.411322259,737.382186047,758.032222591,773.15151495,789.957086379,807.843511628,822.135345515,806.133043189,787.789790698,769.919335548,753.619780731,734.222289037,724.705282392,756.492807309,772.042857143,788.955744186,813.69258804,788.253003322,771.100292359,755.435495017,388.605096346,422.805813953,456.204900332,490.347006645,526.738627907,561.989471761,596.094930233,625.373398671,635.260199336,625.106272425,596.107468439,562.793431894,529.872953488,497.741378738,466.271209302,433.657960133,398.920471761,389.751704319,378.357687708,378.396096346,387.592129568,400.187611296,400.593534884,388.738202658,381.658199336,381.948976744,392.715803987,425.779857143,451.106873754,476.652521595,503.102890365,508.575471761,515.809604651,521.997448505,517.578946844,511.483043189,415.169009967,410.593332226,411.340481728,421.408219269,424.319365449,423.711262458,422.673395349,413.714182724,413.77166113,419.259584718,426.596531561,426.639767442,550.159322259,548.657076412,547.375910299,552.251641196,548.39666113,550.687093023,554.2060299,574.141425249,583.348242525,585.118571429,582.36733887,571.331189369,552.542840532,558.786036545,561.328727575,559.615142857,555.873591362,564.800754153,566.860598007,563.964355482
445,is there anything you regret,565.184,570.08,17030.0,567.633333333,0.920834102041,1.0,640.285142857,639.31037415,641.36422449,646.00277551,657.276469388,677.382278912,703.600945578,736.238333333,773.251414966,808.266741497,837.033360544,861.167108844,879.859102041,892.080190476,899.871863946,905.566319728,907.586136054,668.583755102,686.328428571,712.768836735,739.347210884,763.351585034,813.033,836.790802721,860.454891156,882.878387755,896.67855102,789.656455782,790.299605442,790.949993197,791.424714286,756.335836735,771.219911565,786.326231293,801.247034014,814.642088435,696.681517007,713.107482993,731.061204082,747.281979592,730.440727891,712.546795918,822.813122449,840.325510204,857.69285034,870.739312925,857.678442177,840.462217687,726.02252381,748.13407483,768.573367347,783.663598639,800.441408163,818.541061224,833.09662585,817.048414966,798.636251701,780.760108844,764.446142857,745.16555102,735.670959184,766.840319728,782.436843537,799.339639456,824.727115646,798.841122449,781.690238095,765.989904762,383.990809524,418.323013605,451.845034014,485.48762585,521.137911565,555.35137415,587.893170068,615.812782313,625.653360544,617.85285034,591.943904762,561.243918367,529.60285034,497.187360544,464.516136054,430.676108844,395.099054422,380.632190476,368.523013605,368.088346939,376.76907483,389.182748299,390.051741497,378.266863946,371.725816327,372.715197279,384.451258503,414.852435374,439.744993197,464.773414966,490.676809524,497.916442177,505.041414966,510.92852381,506.518319728,500.80244898,406.018421769,401.080782313,401.747455782,411.547231293,414.45547619,413.944605442,413.586394558,404.840557823,405.162537415,411.061986395,417.733408163,417.542585034,540.258333333,537.346421769,535.51422449,540.443156463,536.845040816,539.982054422,544.847122449,563.749721088,572.661619048,574.147639456,571.320653061,560.527544218,542.441782313,547.898217687,550.414707483,549.075061224,546.17670068,553.39552381,555.028911565,552.049530612
445,what's something you feel guilty about,638.445,663.11,19524.0,650.766666667,0.917534063428,1.0,625.707635628,624.616423752,626.507431849,630.990422402,641.924462888,661.499578947,687.520107962,719.967039136,756.669112011,791.478734143,819.883337382,843.468039136,861.050842105,872.514982456,880.021097166,885.962896086,888.284246964,654.545578947,672.176962213,698.426986505,724.560022942,748.280153846,796.264431849,819.656175439,842.881318489,864.773078273,877.92285695,773.325461538,773.708197031,774.10282861,774.322329285,739.929060729,754.254730094,768.944066127,783.468219973,796.407192982,682.54948583,698.572531714,715.99131444,731.66851552,715.307878543,697.945052632,805.17517139,822.612666667,839.338479082,851.813954116,839.072522267,822.432963563,711.234041835,732.358592443,751.441919028,765.646531714,781.556134953,798.243419703,811.985079622,796.613442645,779.469214575,762.609831309,747.275933873,729.492940621,720.450105263,749.698272605,764.391465587,780.377812416,803.880682861,779.934443995,763.760869096,749.022118758,328.72894197,362.451242915,395.326574899,428.641419703,463.964982456,498.037279352,530.826264507,558.708244265,568.050053981,559.218175439,532.361422402,501.076966262,469.225387314,437.43394332,406.100278003,373.906290148,339.636395412,328.975152497,317.633565452,317.718746289,326.814894737,339.334975709,340.329460189,329.114859649,322.416268556,322.947390013,333.927496626,363.737612686,388.558087719,413.604016194,439.434198381,444.673893387,451.952124157,457.998353576,453.647789474,447.825259109,353.560353576,349.380388664,350.09859919,359.366890688,362.286236167,361.719489879,361.698304993,353.844358974,354.245063428,359.507441296,366.168245614,365.893361673,485.52257085,483.733867746,482.254190283,487.117493927,483.662844804,486.52419973,490.569816464,507.774573549,515.465310391,516.826353576,514.037442645,504.285531714,487.783155196,493.71731444,496.283438596,494.973412955,491.944075574,497.123646424,498.753958165,495.836719298
445,tell me about the hardest decision you've ever had to make,313.796,343.735,9864.0,328.766666296,0.921980562848,1.0,635.954350389,634.635439377,635.929479422,639.866948832,650.706423804,670.585058954,696.832393771,729.030374861,765.945961068,801.24418465,830.008246941,854.636434928,874.247242492,887.394553949,895.466447164,901.060779755,903.228646274,664.712826474,683.272344828,709.83637931,736.659580645,760.926550612,808.570428254,832.585139043,856.413358176,878.962457175,892.593332592,786.007963293,786.515085651,787.040023359,787.395474972,750.976438265,766.107212458,781.670533927,796.983652948,810.569112347,692.736397108,709.256688543,726.540836485,742.782276974,726.157912125,708.923707453,818.310671858,835.968116796,852.701888765,865.919681869,852.633720801,835.976340378,716.919690768,740.619340378,762.504675195,777.562214683,794.754888765,813.521823137,829.282634038,811.536490545,792.150951057,773.9317297,757.563159066,736.977107898,726.20263515,760.702864294,776.310311457,793.546120133,821.185309232,792.72481535,775.158536151,759.354025584,383.082122358,417.458437152,451.110671858,484.553953281,519.72839822,553.360788654,585.632825362,614.304975528,624.969298109,617.746093437,592.277282536,562.289121246,531.098111235,498.840777531,466.182644049,432.157812013,396.30960178,382.305810901,370.808048943,370.539310345,379.144894327,391.698736374,392.2680901,380.822806452,374.587715239,375.935157953,387.558123471,415.881559511,440.959250278,466.199678532,492.310973304,497.310724138,505.102047831,511.621209121,507.007737486,501.16161624,406.491295884,402.394444939,403.013145717,412.104201335,414.384315907,413.96707564,414.649805339,406.558874305,407.103447164,412.701577308,418.544269188,418.104442714,534.248154616,534.113375973,534.415105673,539.462007786,536.173344828,538.136043382,540.680423804,561.392674082,571.085110122,572.440194661,569.270391546,556.843671858,537.01483871,545.201239155,548.146123471,546.80929366,542.200166852,552.999458287,554.591335929,551.307978865
